,Unnamed: 0,Company,Valuation ($B),Date Joined,Country,City,Industry,Investor 1,Investor 2,Investor 3,Investor 4
847,847,EcoFlow,1.0,2021-06-10,China,Shenzhen,Hardware,Delian Capital,China International Capital Corporation,Sequoia Capital China,
26,26,SenseTime,12.0,2017-07-11,China,Shanghai,Artificial intelligence,Star VC,IDG Capital,Infore Capital,Alibaba Group
884,884,1KMXC,1.0,2021-08-30,China,Hangzhou,Hardware,Goldman Sachs Asset Management,SDP Investment,Alibaba Group,
16,16,Yuanfudao,15.5,2017-05-31,China,Beijing,Edtech,Tencent Holdings,Warbug Pincus,IDG Capital,
11,11,FTX,25.0,2021-07-20,China,Hong Kong,Fintech,Sequoia Capital,Thoma Bravo,Softbank,
18,18,SHEIN,15.0,2018-07-03,China,Shenzhen,E-commerce & direct-to-consumer,Tiger Global Management,Sequoia Capital China,Shunwei Capital Partners,
17,17,DJI Innovations,15.0,2015-01-23,China,Shenzhen,Hardware,Accel Partners,Sequoia Capital,,
13,13,Xiaohongshu,20.0,2016-03-31,China,Shanghai,E-commerce & direct-to-consumer,GGV Capital,ZhenFund,Tencent,
106,106,Rappi,5.25,2018-08-31,Colombia,Bogota,Supply chain logistics & delivery,DST Global,Andreessen Horowitz,Sequoia Capital,Redpoint e.ventures
652,652,LifeMiles,1.15,2015-07-13,Colombia,Bogota,Other,Advent International,,,
786,786,Infobip,1.0,2020-07-30,Croatia,Vodnjan,Mobile & telecommunications,One Equity Partners,,,
627,627,Rohlik,1.2,2021-07-01,Czech Republic,Prague,Supply chain logistics & delivery,Partech Partners,Index Ventures,Quadrille Capital,
863,863,Lunar,1.0,2021-07-12,Denmark,Aarhus,Fintech,SEED Capital,Greyhound Capital,Socii Capital,
444,444,Pleo,1.7,2021-07-06,Denmark,Copenhagen,Fintech,Creandum,Founders,Kinnevik,
141,141,Bolt,4.75,2018-05-29,Estonia,Tallinn,Auto & transportation,Didi Chuxing,Diamler,TMT Investments,
739,739,HMD Global,1.0,2018-05-21,Finland,Espoo,Mobile & telecommunications,Ginko Ventures,,,
403,403,Aiven,2.0,2021-10-18,Finland,Helsinki,Internet software & services,Institutional Venture Partners,Atomico,Earlybird Venture Capital,
214,214,Back Market,3.2,2021-05-18,France,Paris,E-commerce & direct-to-consumer,Aglae Ventures,Eurazeo,Daphni,
144,144,Sorare,4.3,2021-09-21,France,Paris,E-commerce & direct-to-consumer,Benchmark,Accel,SoftBank Group,
540,540,Deezer,1.4,2018-08-02,France,Paris,Internet software & services,Orange Digital Ventures,Access Industries,,
195,195,Mirakl,3.5,2020-09-22,France,Paris,E-commerce & direct-to-consumer,Elaia Partners,83North,Felix Capital,
762,762,Ynsect,1.0,2019-02-21,France,Evry,Other,Astanor Ventures,Upfront Ventures,IDInvest Partners,
314,314,Voodoo,2.31,2020-08-17,France,Paris,Other,Tencent Holdings,Goldman Sachs,,
834,834,Shift Technology,1.0,2021-05-05,France,Paris,Artificial intelligence,Griffin Gaming Partners,Andreessen Horowitz,Battery Ventures,
501,501,Ledger,1.5,2021-06-10,France,Paris,Hardware,Digital Currency Group,Draper Esprit,Korelya Capital,
271,271,ContentSquare,2.8,2021-05-25,France,Paris,Internet software & services,Highland Europe,Eurazeo,Canaan Partners,
663,663,OVH,1.1,2016-08-15,France,Roubaix,Other,KKR,TowerBrook Capital Partners,,
282,282,ManoMano,2.6,2021-07-05,France,Paris,E-commerce & direct-to-consumer,General Atlantic,Piton Capital,Partech Partners,
446,446,Vestiaire Collective,1.7,2021-03-01,France,Paris,E-commerce & direct-to-consumer,Eurazeo,IDInvest Partners,Balderton Capital,
352,352,BlaBlaCar,2.0,2015-09-16,France,Paris,Auto & transportation,Accel Partners,Index Ventures,Insight Venture Partners,
451,451,Alan,1.68,2021-04-19,France,Paris,Fintech,Index Ventures,Temasek,Portag3 Ventures,
657,657,Doctolib,1.14,2019-03-19,France,Paris,Health,BPI France,Kerala Ventures,Accel,
557,557,Veepee,1.38,2007-07-20,France,La Plaine Saint-Denis,E-commerce & direct-to-consumer,Summit Partners,Qatar Holding,,
905,905,Swile,1.0,2021-10-11,France,Montpellier,Fintech,Index Ventures,IDInvest Partners,Daphni,
907,907,Dental Monitoring,1.0,2021-10-21,France,Paris,Health,Vitruvian Partners,Merieux Equity Partners,Straumann,
770,770,Meero,1.0,2019-06-18,France,Paris,Artificial intelligence,Aglae Ventures,Global Founders Capital,Alven Capital,
625,625,Forto,1.2,2021-06-21,Germany,Berlin,Supply chain logistics & delivery,Cherry Ventures,Northzone Ventures,Global Founders Capital,
281,281,Flink,2.7,2021-12-01,Germany,Berlin,E-commerce & direct-to-consumer,Mubadala Capital,Bond,Prosus Ventures,
457,457,solarisBank,1.65,2021-07-13,Germany,Berlin,Fintech,Yabeo Capital,SBI Investment,Vulcan Capital,
452,452,wefox,1.65,2019-03-05,Germany,Berlin,Fintech,Salesforce Ventures,Seedcamp,OMERS Ventures,
105,105,Trade Republic,5.3,2021-05-20,Germany,Berlin,Fintech,Founders Fund. Accel,Creandum,,
755,755,Omio,1.0,2018-10-23,Germany,Berlin,Travel,Lakestar,Battery Ventures,New Enterprise Associates,
886,886,Berlin Brands Group,1.0,2021-09-01,Germany,Berlin,E-commerce & direct-to-consumer,Ardian,Bain Capital,,
685,685,Enpal,1.1,2021-10-18,Germany,Berlin,Internet software & services,HV Capital,Softbank Group,BlackRock,
33,33,Celonis,11.0,2018-06-26,Germany,Munich,Data management & analytics,Accel,83North,,
251,251,Gorillas,3.1,2021-03-25,Germany,Berlin,E-commerce & direct-to-consumer,Coatue Management,Atlantic Food Labs,DST Global,
86,86,Personio,6.3,2021-01-19,Germany,Munich,Internet software & services,Global Founders Capital,Nortzone Ventures,Picus Capital,
47,47,N26,9.23,2019-01-10,Germany,Berlin,Fintech,Redalpine Venture Partners,Earlybird Venture Capital,Valar Ventures,
232,232,FlixMobility,3.0,2019-07-18,Germany,Munich,Auto & transportation,Holtzbrinck Ventures,Unternehmertum Venture Capital,General Atlantic,
665,665,GetYourGuide,1.1,2019-05-16,Germany,Berlin,Travel,Spark Capital,Highland Europe,Sunstone Capital,
671,671,Sennder,1.1,2021-01-14,Germany,Berlin,Supply chain logistics & delivery,Accelm Scania Growth Capital,Lakestar,,
887,887,Agile Robots,1.0,2021-09-09,Germany,Munich,Hardware,Hillhouse Capital Management,Sequoia Capital China,Linear Venture,
402,402,Tier Mobility,2.0,2021-10-25,Germany,Berlin,Travel,Northzone Ventures,White Star Capital,Novator Partners,
915,915,Razor,1.0,2021-11-08,Germany,Berlin,Consumer & retail,Global Founders Capital,468 Capital,Redalpine Venture Partners,
554,554,Scalable Capital,1.4,2021-06-08,Germany,Munich,Fintech,BlackRock,Tengelmann Ventures,Holtzbrinck Ventures,
190,190,Otto Bock HealthCare,3.52,2017-06-24,Germany,Duderstadt,Health,EQT Partners,,,
348,348,Mambu,2.08,2021-01-06,Germany,Berlin,Fintech,Runa Capital,Acton Capital Partners,Point Nine Capital,
326,326,NuCom Group,2.2,2018-02-22,Germany,Unterfoehring,Other,General Atlantic,,,
246,246,Contentful,3.0,2021-07-28,Germany,Berlin,Internet software & services,Balderton Capital,General Catalyst,Tiger Global Management,
292,292,Lenskart,2.5,2019-12-20,India,Faridabad,E-commerce & direct-to-consumer,Chiratae Ventures,PremjiInvest,Softbank,
293,293,Infra.Market,2.5,2021-02-25,India,Thane,E-commerce & direct-to-consumer,Accel,Tiger Global Management,Nexus Venture Partners,
901,901,Licious,1.0,2021-10-05,India,Bengaluru,E-commerce & direct-to-consumer,3one4 Capital Partners,Bertelsmann India Investments,Vertex Ventures SE Asia,
343,343,Urban Company,2.1,2021-04-27,India,Gurgaon,E-commerce & direct-to-consumer,VY Capital,Accel,Elevation Capital,
434,434,Cars24,1.84,2020-11-24,India,Gurgaon,E-commerce & direct-to-consumer,Moore Strategic Ventures,DST Global,Sequoia Capital India,
115,115,Swiggy,5.5,2018-06-21,India,Bengaluru,Supply chain logistics & delivery,Accel India,SAIF Partners,Norwest Venture Partners,
339,339,FirstCry,2.1,2020-02-07,India,Pune,E-commerce & direct-to-consumer,SoftBank Group,SAIF Partners India,Valiant Capital Partners,
126,126,Meesho,4.9,2021-04-05,India,Bengaluru,Internet software & services,Venture Highway,Sequoia Capital India,Prosus Ventures,
432,432,Spinny,1.75,2021-11-24,India,Gurugram,E-commerce & direct-to-consumer,General Catalyst,Eleation Capital,Avenir Growth Capital,
880,880,Zetwerk,1.33,2021-08-20,India,Bengaluru,Internet software & services,Sequoia Capital India,Kae Capital,Accel,
871,871,BlackBuck,1.0,2021-07-22,India,Bengaluru,Supply chain logistics & delivery,Accel,Sands Capital,International Finance Corporation,
83,83,Ola Cabs,7.5,2014-10-27,India,Bengaluru,Auto & transportation,Accel Partners,SoftBank Group,Sequoia Capital,
304,304,PolicyBazaar,2.4,2019-05-06,India,Gurgaon,Fintech,Info Edge,Softbank Capital,,
898,898,Vedantu,1.0,2021-09-29,India,Bengaluru,Edtech,Accel,Tiger Global Management,Omidyar Network,
420,420,CoinSwitch Kuber,1.9,2021-10-06,India,Bangalore,Fintech,Tiger Global Management,Sequoia Capital India,Ribbit Capital,
707,707,Snapdeal,1.0,2014-05-21,India,New Delhi,E-commerce & direct-to-consumer,SoftBankGroup,Blackrock,Alibaba Group,
80,80,National Stock Exchange of India,6.5,2020-07-01,India,Mumbai,Fintech,TA Associates,SoftBank Group,GS Growth,
709,709,InMobi,1.0,2014-12-02,India,Bengaluru,Mobile & telecommunications,Kleiner Perkins Caufield & Byers,Softbank Corp.,Sherpalo Ventures,
12,12,BYJU's,21.0,2017-07-25,India,Bengaluru,Edtech,Tencent Holdings,Lightspeed India Partners,Sequoia Capital India,
299,299,Mobile Premier League,2.45,2021-09-15,India,Bengaluru,Internet software & services,Sequoia Capital India,RTP Global,Go-Ventures,
193,193,Digit Insurance,3.5,2021-01-15,India,Bengaluru,Fintech,Fairfax Financial Holdings,A91 Partners,TVS Capital,
695,695,Rivigo,1.07,2019-07-11,India,Gurgaon,Supply chain logistics & delivery,SAIF Partners India,Warburg Pincus,Trifecta Capital Advisors,
199,199,Unacademy,3.44,2020-09-02,India,Bengaluru,Edtech,Blume Ventures,Nexus Venture Partners,Sequoia Capital India,
257,257,Groww,3.0,2021-04-07,India,Bengaluru,Fintech,Tiger Global Management,Sequoia Capital India,Ribbit Capital,
794,794,DailyHunt,1.0,2020-12-22,India,Bengaluru,Internet software & services,Falcon Edge Capital,Omidyar Network,Sequoia Capital India,
927,927,Slice,1.0,2021-11-28,India,Bengaluru,Fintech,Gunosy Capital,Blume Ventures,Das Capital,
252,252,Ola Electric Mobility,3.0,2019-07-02,India,Bengaluru,Auto & transportation,SoftBank Group,Tiger Global Management,Matrix Partners India,
926,926,NoBroker,1.0,2021-11-23,India,Bengaluru,Internet software & services,General Atlantic,Elevation Capital,BEENEXT,
245,245,ShareChat,3.0,2021-04-08,India,Bengaluru,Internet software & services,India Quotient,Elevation Capital,Lightspeed Venture Partners,
637,637,CarDekho,1.2,2021-10-13,India,Jaipur,E-commerce & direct-to-consumer,Sequoia Capital India,Hillhouse Capital Management,Sunley House Capital Management,
236,236,Razorpay,3.0,2020-10-11,India,Bengaluru,Fintech,Sequoia Capital India,Tiger Global Management,Matrix Partners India,
53,53,OYO Rooms,9.6,2018-09-25,India,Gurugram,Travel,SoftBank Group,"Sequoia Capital India,Lightspeed India Partners",,
234,234,Pine Labs,3.0,2020-01-24,India,Noida,Fintech,Sequoia Capital India,Temasek,PayPal Ventures,
920,920,Mensa Brands,1.0,2021-11-16,India,Bengaluru,Other,Accel,Falcon Edge Capital,Norwest Venture Partners,
523,523,CureFit,1.5,2021-11-10,India,Bengaluru,Health,Chiratae Ventures,Accel,Kalaari Capital,
638,638,MyGlamm,1.2,2021-11-10,India,Mumbai,E-commerce & direct-to-consumer,L'Occitane,Trifecta Capital,Bessemer Venture Partners,
547,547,Five Star Business Finance,1.4,2021-03-26,India,Chennai,Other,Sequoia Capital India,Tiger Global Management,Tencent,
545,545,Rebel Foods,1.4,2021-10-07,India,Pune,E-commerce & direct-to-consumer,Sequoia Capital India,Lightbox Ventures,Coatue Management,
221,221,Udaan,3.1,2018-09-04,India,Bengaluru,Supply chain logistics & delivery,DST Global,Lightspeed Venture Partners,Microsoft ScaleUp,
640,640,Pristyn Care,1.2,2021-12-07,India,Gurugram,Health,Sequoia Capital India,Hummingbird Ventures,Epiq Capital,
215,215,Eruditus Executive Education,3.2,2021-08-12,India,Mumbai,Edtech,Sequoia Capital India,Softbank,Bertelsmann India Investments,
231,231,Delhivery,3.0,2019-02-27,India,Gurgaon,Supply chain logistics & delivery,Times Internet,Nexus Venture Partners,SoftBank Group,
681,681,CoinDCX,1.1,2021-08-10,India,Maharashtra,Fintech,Polychain Capital,Coinbase Ventures,Jump Capital,
631,631,UpGrad,1.2,2021-08-09,India,Mumbai,Edtech,Qualcomm Ventures,Accel,Canaan Partners,
686,686,Acko General Insurance,1.1,2021-10-18,India,Bengaluru,Fintech,Intact Ventures,Munich Re Ventures,General Atlantic,
859,859,Grofers,1.01,2021-06-30,India,Gurgaon,Supply chain logistics & delivery,Tiger Global Management,Sequoia Capital India,SoftBank Group,
153,153,CRED,4.01,2021-04-06,India,Bengaluru,Fintech,Tiger Global Management,DST Global,Sequoia Capital India,
265,265,OfBusiness,3.0,2021-07-31,India,Gurgaon,E-commerce & direct-to-consumer,Matrix Partners India,Falcon Edge Capital,SoftBank Group,
266,266,BharatPe,2.85,2021-07-30,India,New Delhi,Fintech,Insight Partners,Sequoia Capital India,BEENEXT,
683,683,apna,1.1,2021-09-15,India,Bengaluru,Internet software & services,Sequoia Capital India,Rocketship.vc,Lightspeed India Partners,
62,62,Dream11,8.0,2019-04-09,India,Mumbai,Internet software & services,Kaalari Capital,Tencent Holdings,Steadview Capital,
262,262,Ovo,2.9,2019-03-14,Indonesia,Jakarta,Fintech,Grab,Tokopedia,Tokyo Century Corporation,
891,891,Xendit,1.0,2021-09-14,Indonesia,Jakarta,Fintech,Accel,Y Combinator,Amasia,
900,900,Ajaib,1.0,2021-10-04,Indonesia,Jakarta,Fintech,Softbank Ventures Asia,Alpha JWC Ventures,Insignia Ventures Partners,
14,14,J&T Express,20.0,2021-04-07,Indonesia,Jakarta,Supply chain logistics & delivery,Hillhouse Capital Management,Boyu Capital,Sequoia Capital China,
226,226,Traveloka,3.0,2017-01-01,Indonesia,Jakarta,Travel,Global Founders Capital,East Ventures,Expedia Inc.,
164,164,BrowserStack,4.0,2021-06-16,Ireland,Dublin,Internet software & services,Accel,Insight Partners,Bond Capital,
846,846,LetsGetChecked,1.0,2021-06-07,Ireland,Dublin,Health,Optum Ventures,Qiming Venture Partners,Transformation Capital,
608,608,Workhuman,1.2,2020-06-23,Ireland,Dublin,Internet software & services,ICG,,,
295,295,Cato Networks,2.5,2020-11-17,Israel,Tel Aviv,Cybersecurity,Aspect Ventures,SingTel Innov8,Greylock Partners,
850,850,Bringg,1.0,2021-06-16,Israel,Tel Aviv,Supply chain logistics & delivery,Salesforce Ventures,next47,Pereg Ventures,
433,433,Orca Security,1.8,2021-03-23,Israel,Tel Aviv-Yafo,Cybersecurity,YL Ventures,Redpoint Ventures,GGV Capital,
277,277,Transmit Security,2.74,2021-06-22,Israel,Tel Aviv,Cybersecurity,General Atlantic,Insight Partners,Vintage Investment Partners,
387,387,Pagaya,2.0,2020-06-17,Israel,Tel Aviv,Fintech,Oak HC/FT Partners,GF Investments,Harvey Golub Family Office,
811,811,Aqua Security,1.0,2021-03-10,Israel,Ramat Gan,Cybersecurity,TLV Partners,Lightspeed Venture Partners,M12,
453,453,Hibob,1.65,2021-10-12,Israel,Tel Aviv,Internet software & services,Bessemer Venture Partners,Eight Roads Ventures,Battery Ventures,
168,168,Melio,4.0,2021-01-25,Israel,Tel Aviv,Fintech,Accel,Aleph,American Express Ventures,
93,93,Wiz,6.0,2021-03-17,Israel,Tel Aviv,Cybersecurity,Insight Partners,Sequoia Capital,Index Ventures,
372,372,Earnix,2.0,2021-02-21,Israel,Giv'atayim,Fintech,Jerusalem Venture Partners,Israel Growth Partners,Insight Partners,
852,852,JoyTunes,1.0,2021-06-21,Israel,Tel Aviv,Edtech,Genesis Partners,Aleph,Insight Partners,
485,485,Gett,1.5,2016-05-24,Israel,Tel Aviv,Auto & transportation,Volkswagen,Access Industries,Vostok New Ventures,
502,502,Next Silicon,1.5,2021-06-14,Israel,Tel Aviv,Hardware,Amiti Ventures,Playground Global,Aleph,
679,679,Hailo,1.0,2021-06-23,Israel,Tel Aviv,Artificial intelligence,Glory Ventures,Maniv Mobility,,
801,801,DriveNets,1.0,2021-01-27,Israel,Ra'anana,Internet software & services,Bessemer Venture Partners,Pitango Venture Capital,D1 Capital Partners,
574,574,InSightec,1.3,2020-03-06,Israel,Tirat Carmel,Health,York Capital Management,GE Healthcare,Koch Disruptive Technologies,
704,704,OrCam Technologies,1.03,2018-02-20,Israel,Jerusalem,Artificial intelligence,Intel Capital,Aviv Venture Capital,,
427,427,Lightricks,1.8,2019-07-31,Israel,Jerusalem,Artificial intelligence,Viola Ventures,Insight Partners,ClalTech,Goldman Sachs
125,125,Moon Active,5.0,2020-01-26,Israel,Tel Aviv,Mobile & telecommunications,Insight Partners,Andalusian Capital Partners,,
409,409,StarkWare,2.0,2021-11-17,Israel,Netanya,Cybersecurity,Sequoia Capital,Paradigm,Pantera Capital,
408,408,VerbIT,2.0,2021-06-08,Israel,Tel Aviv,Artificial intelligence,ClalTech,Vertex Ventures,Oryzn Capital,
764,764,Liquid,1.0,2019-04-03,Japan,Tokyo,Fintech,JAFCO Co,Bitmain Technologies,IDG Capital,
357,357,Preferred Networks,2.0,2018-05-17,Japan,Tokyo,Artificial intelligence,Toyota Motor Corporation,Mizuho Financial Group,FANUC,
395,395,SmartNews,2.0,2019-08-05,Japan,Tokyo,Mobile & telecommunications,Japan Post Capital,Globis Capital Partners,Atomico,
788,788,Playco,1.0,2020-09-21,Japan,Tokyo,Other,Sozo Ventures,Caffeinated Capital,Sequoia Capital,
604,604,Spiber,1.22,2021-09-08,Japan,Tsuruoka,Other,Cool Japan Fund,JAFCO,The Carlyle Group,
471,471,SmartHR,1.6,2021-06-08,Japan,Tokyo,Fintech,BEENEXT,World Innovation Lab,Light Street Capital,
134,134,Vinted,4.53,2019-11-27,Lithuania,Vilnius,E-commerce & direct-to-consumer,Accel,Insight Partners,Burda Principal Investments,
389,389,OCSiAl,2.0,2019-03-04,Luxembourg,Leudelange,Other,A&NN,Rusnano,,
580,580,Carsome,1.3,2021-07-12,Malaysia,Selangor,E-commerce & direct-to-consumer,Gobi Partners,500 Startups,Ondine Capital,
329,329,Bitso,2.2,2021-05-05,Mexico,Mexico City,Fintech,Pantera Capital,QED Investors,Coinbase Ventures,
930,930,Clara,1.0,2021-12-06,Mexico,Mexico City,Fintech,DST Global,General Catalyst,Monashees+,
581,581,Konfio,1.3,2021-09-29,Mexico,Mexico City,Fintech,Kaszek Ventures,QED Investors,International Finance Corporation,
55,55,Kavak,8.7,2020-10-01,Mexico,Lerma de Villada,E-commerce & direct-to-consumer,DST Global,SoftBank Group,Mountain Nazca,
384,384,Clip,2.0,2021-06-10,Mexico,Mexico City,Fintech,Alta Ventures Mexico,General Atlantic,SoftBank Group,
383,383,Bunq,2.0,2021-06-18,Netherlands,Amsterdam,Fintech,Undisclosed,,,
81,81,Mollie,6.5,2020-09-08,Netherlands,Amsterdam,Fintech,Technology Crossover Ventures,,,
781,781,Hotmart,1.0,2020-03-17,Netherlands,Amsterdam,E-commerce & direct-to-consumer,Technology Crossover Ventures,Alkeon Capital Management,General Atlantic,
757,757,BitFury,1.0,2018-11-06,Netherlands,Amsterdam,Hardware,Georgian Co-Investment Fund,iTech Capital,Galaxy Digital,
176,176,MessageBird,3.8,2020-10-08,Netherlands,Amsterdam,Mobile & telecommunications,Y Combinator,Atomico,Accel,
393,393,Opay,2.0,2021-08-23,Nigeria,Lagos,Fintech,Sequoia Capital China,Source Code Capital,Redpoint Ventures China,
878,878,Gelato,1.0,2021-08-16,Norway,Oslo,E-commerce & direct-to-consumer,Greylock Partners,Google Ventures,BlackRock,
633,633,Oda,1.2,2021-06-02,Norway,Oslo,E-commerce & direct-to-consumer,Kinnevik,Softbank Group,Prosus Ventures,
469,469,Cognite,1.6,2021-05-19,Norway,Lysaker,Data management & analytics,Technology Crossover Ventures,Accel,Aker,
405,405,Mynt,2.0,2021-10-28,Philippines,Taguig City,Fintech,Insight Partners,Warburg Pincus,Ayala Corporation,
734,734,Revolution Precrafted,1.0,2017-10-23,Philippines,Manila,Other,K2 Global,500 Startups,,
445,445,Wave,1.7,2021-09-07,Senegal,Dakar,Fintech,Stripe,Founders Fund,Partech Partners,
843,843,Matrixport,1.0,2021-06-01,Singapore,Singapore,Fintech,Dragonfly Captial,Qiming Venture Partners,DST Global,
897,897,Ninja Van,1.0,2021-09-27,Singapore,Singapore,Supply chain logistics & delivery,B Capital Group,Monk's Hill Ventures,Dynamic Parcel Distribution,
572,572,Trax,1.3,2019-07-22,Singapore,Singapore,Artificial intelligence,Hopu Investment Management,Boyu Capital,DC Thomson Ventures,
840,840,Moglix,1.0,2021-05-17,Singapore,Singapore,E-commerce & direct-to-consumer,Jungle Ventures,Accel,Venture Highway,
399,399,Advance Intelligence Group,2.0,2021-09-23,Singapore,Singapore,Artificial intelligence,Vision Plus Capital,GSR Ventures,ZhenFund,
861,861,bolttech,1.0,2021-07-01,Singapore,Singapore,Fintech,Mundi Ventures,Doqling Capital Partners,Activant Capital,
872,872,NIUM,1.0,2021-07-13,Singapore,Singapore,Fintech,Vertex Ventures SE Asia,Global Founders Capital,Visa Ventures,
682,682,Carousell,1.1,2021-09-15,Singapore,Singapore,E-commerce & direct-to-consumer,500 Global,Rakuten Ventures,Golden Gate Ventures,
192,192,HyalRoute,3.5,2020-05-26,Singapore,Singapore,Mobile & telecommunications,Kuang-Chi,,,
848,848,Carro,1.0,2021-06-14,Singapore,Singapore,E-commerce & direct-to-consumer,SingTel Innov8,Alpha JWC Ventures,Golden Gate Ventures,
812,812,PatSnap,1.0,2021-03-16,Singapore,Singapore,Internet software & services,Sequoia Capital China,Shunwei Capital Partners,Qualgro,
475,475,Promasidor Holdings,1.59,2016-11-08,South Africa,Bryanston,Consumer & retail,IFC,Ajinomoto,,
732,732,Cell C,1.0,2017-08-07,South Africa,Midrand,Mobile & telecommunications,Blue Label Telecoms,Net1 UEPS Technologies,,
69,69,Toss,7.4,2018-12-09,South Korea,Seoul,Fintech,Bessemer Venture Partners,Qualcomm Ventures,Kleiner Perkins Caufield & Byers,
769,769,Yanolja,1.0,2019-06-10,South Korea,Seoul,Travel,SBI Investment Korea,Partners Investment,GIC,
881,881,Dunamu,1.0,2021-07-22,South Korea,Seoul,Fintech,Qualcomm Ventures,Woori Investment,Hanwha Investment & Securities,
327,327,MUSINSA,2.2,2019-11-11,South Korea,Seoul,E-commerce & direct-to-consumer,Sequoia Capital,,,
567,567,GPclub,1.32,2018-10-22,South Korea,Seoul,Other,Goldman Sachs,,,
331,331,Kurly,2.2,2021-07-09,South Korea,Seoul,Supply chain logistics & delivery,Sequoia Capital China,DST Global,DST Global,
312,312,WEMAKEPRICE,2.34,2015-09-09,South Korea,Seoul,E-commerce & direct-to-consumer,IMM Investment,NXC,,
642,642,L&P Cosmetic,1.19,2016-01-01,South Korea,Seoul,Consumer & retail,CDIB Capital,,,
154,154,Yello Mobile,4.0,2014-11-11,South Korea,Seoul,Mobile & telecommunications,Formation 8,,,
789,789,Socar,1.0,2020-10-16,South Korea,Jeju-do,Auto & transportation,Bain Capital,Altos Ventures,Songhyun Investment,
703,703,Aprogen,1.04,2019-05-31,South Korea,Seongnam-Si,Health,Lindeman Asia Investment,Nichi-Iko Pharmaceutical,,
538,538,Cabify,1.4,2018-01-22,Spain,Madrid,Auto & transportation,Seaya Ventures,Otter Rock Capital,Rakuten,
635,635,Copado,1.2,2021-09-13,Spain,Madrid,Data management & analytics,Insight Partners,Salesforce Ventures,Perpetual Investors,
311,311,Jobandtalent,2.35,2021-12-01,Spain,Madrid,Internet software & services,Kibo Ventures,SoftBank Group,Atomico,
778,778,Glovo,1.0,2019-12-19,Spain,Barcelona,Supply chain logistics & delivery,IDInvest Partners,Seaya Ventures,Lakestar,
3,3,Klarna,45.6,2011-12-12,Sweden,Stockholm,Fintech,Institutional Venture Partners,Sequoia Capital,General Atlantic,
377,377,KRY,2.0,2021-04-27,Sweden,Stockholm,Health,Index Ventures,Creandum,Accel,
49,49,Northvolt,9.08,2019-06-12,Sweden,Stockholm,Other,Vattenfall,Volkswagen Group,Goldman Sachs,
543,543,Epidemic Sound,1.4,2021-03-11,Sweden,Stockholm,Internet software & services,EQT Partners,Blackstone,,
290,290,Acronis,2.5,2019-09-18,Switzerland,Schaffhausen,Cybersecurity,Goldman Sachs,VebVentures,Insight Partners,
672,672,Nexthink,1.1,2021-02-08,Switzerland,Prilly,Data management & analytics,Auriga,Galeo Ventures,Highland Europe,
774,774,Numbrs,1.0,2019-08-22,Switzerland,Zurich,Fintech,Investment Corporation of Dubai,Centralway,,
723,723,MindMaze,1.0,2016-01-28,Switzerland,Lausanne,Health,Hinduja Group,,,
802,802,Flash Express,1.0,2021-02-01,Thailand,Bangkok,Supply chain logistics & delivery,SCB 10X,Krungsri Finnovate,eWTP Capital,
516,516,Ascend Money,1.5,2021-09-27,Thailand,Bangkok,Fintech,Ant Group,Charoen Pokphand Group,Bow Wave Capital,
858,858,Dream Games,1.0,2021-06-30,Turkey,Istanbul,Mobile & telecommunications,Makers Fund,Index Ventures,Inova Ventures Participacees,
67,67,Getir,7.5,2021-03-26,Turkey,Istanbul,E-commerce & direct-to-consumer,Tiger Global Management,Sequoia Capital,Revo Capital,
56,56,Snyk,8.6,2020-01-21,UK,Reading,Cybersecurity,BOLDstart Ventures,Google Ventures,Accel,
694,694,Radius Payment Solutions,1.07,2017-11-27,UK,Crewe,Fintech,Inflexion Private Equity,,,
66,66,Hopin,7.75,2020-11-10,UK,London,Internet software & services,Accel,Northzone Ventures,Institutional Venture Partners,
673,673,Zego,1.1,2021-03-09,UK,London,Fintech,LocalGlobe,Balderton Capital,Target Global,
928,928,Thought Machine,1.0,2021-11-29,UK,London,Fintech,British Patient Capital,SEB Venture Capital,IQ Capital,
892,892,TrueLayer,1.0,2021-09-21,UK,London,Fintech,Anthemis,Connect Ventures,Northzone Ventures,
688,688,The Bank of London,1.1,2021-11-30,UK,London,Fintech,"Mangrove Capital Partners,14W. ForgeLight",,,
108,108,Blockchain.com,5.2,2021-02-17,UK,London,Fintech,Lightspeed Venture Partners,Google Ventures,Lakestar,
799,799,PPRO,1.0,2021-01-19,UK,London,Fintech,Wellington Management,Eurazeo,Citi Ventures,
906,906,Zopa,1.0,2021-10-19,UK,London,Fintech,IAG Capital Partners,Augmentum Fintech,Northzone Ventures,
124,124,OakNorth,5.0,2017-10-12,UK,London,Fintech,Clermont Group,Coltrane Asset Management,Toscafund Asset Management,
273,273,Graphcore,2.77,2018-12-18,UK,Bristol,Artificial intelligence,Dell Technologies Capital,Pitango Venture Capital,Amadeus Capital Partners,
156,156,Greensill,4.0,2018-07-16,UK,London,Fintech,SoftBank Group,General Atlantic,,
594,594,Marshmallow,1.25,2021-09-08,UK,London,Fintech,Passion Capital,Hedosophia,Outrun Ventures,
415,415,Starling Bank,1.95,2021-03-08,UK,London,Fintech,JTC Group,Qatar Investment Authority,Fidelity Investment,
123,123,ZEPZ,5.0,2021-08-23,UK,London,Fintech,Accel,Technology Crossover Ventures,LeapFrog Investments,
356,356,Improbable,2.0,2017-05-11,UK,London,Other,Andreessen Horowitz,SoftBank Group,Temasek Holdings,
